seed,ar1_phi,horizon,n_outer_origins,mean_order,mean_window,s_observed,s_latent,s_ar,s_recovery,gap_observed_minus_latent,gap_observed_minus_ar,gap_observed_minus_recovery,mse_observed,mse_latent_lambda,mse_recovery_lambda,mse_ar_oracle,latent_mse_observed,latent_mse_latent,latent_mse_recovery,rmse_ar_vs_trend_only
1,0.0,2,20,2.85,66.0,0.9884342916939151,0.9882921340061317,0.9884342916939151,0.990335782073031,0.00014215768778340078,0.0,-0.0019014903791159776,0.27947906372411374,0.2689709052473551,0.27679779834002927,0.27947906372411374,0.07105475010478635,0.06558031371649664,0.06699711957344888,1.0
1,0.0,3,20,2.25,56.4,0.981452690803701,0.9800903721392092,0.981452690803701,0.9824004673733373,0.001362318664491735,0.0,-0.0009477765696364104,0.27247854092180884,0.2693950397378883,0.26885585044017735,0.27247854092180884,0.07919545725960073,0.07690046338764897,0.07752135593304989,1.0
1,0.0,6,20,2.25,61.2,0.9787039759572066,0.977538111062143,0.9787039759572066,0.980093892335826,0.0011658648950636063,0.0,-0.001389916378619388,0.29252936508623695,0.29170550986161004,0.2940905366094072,0.29252936508623695,0.10550363251902195,0.10660945294570442,0.10868009380492913,1.0
1,0.0,12,19,2.1578947368421053,60.63157894736842,0.975122301332223,0.9762321810124627,0.975122301332223,0.9788320247163377,-0.0011098796802396665,0.0,-0.0037097233841148288,0.39243637917158386,0.39578015900818714,0.3938351769280466,0.39243637917158386,0.20669702281011187,0.20992530956768513,0.20680232472933996,1.0
1,0.2,1,20,2.65,48.0,0.9957534853390972,0.9924691799263682,0.9975216393958017,0.990951803928027,0.0032843054127291104,-0.0017681540567043908,0.004801681411070391,0.35489484987240855,0.3403969796695152,0.3455414511638074,0.34156526805351295,0.08801519222409913,0.08176951294681782,0.08248556917743695,0.9810406501490605
1,0.2,2,20,2.8,64.8,0.9881289704435854,0.9886166683122333,0.9891414317999706,0.9910582173575879,-0.00048769786864780726,-0.0010124613563850583,-0.0029292469140023312,0.2964986491233133,0.28443208722136226,0.2922113247901513,0.287508465564595,0.09053474774183543,0.08318321478346566,0.08512556861582138,0.9847227214031669
1,0.2,3,20,2.2,55.2,0.9795888237851177,0.9799384849858583,0.9807982290705276,0.9823205537459081,-0.00034966120074065297,-0.0012094052854098648,-0.002731729960790491,0.2758468136751657,0.27263111377882565,0.2725178025243379,0.2713487363068234,0.09336049257403742,0.0931337475432199,0.09386303917131844,0.9918132726411188
1,0.2,6,20,2.15,52.8,0.9793630193564182,0.979062419167273,0.9797670220146095,0.9811176260279723,0.00030060018914510045,-0.00040400265819137693,-0.0017546066715540543,0.3019962424513836,0.301600296274643,0.30463865698520187,0.29835738245314325,0.12562269265090334,0.12801528055583608,0.13019325593408537,0.9939570638549523
1,0.2,12,19,2.0526315789473686,51.78947368421053,0.9760580382021273,0.9771851008306868,0.9761695074680189,0.979811259332519,-0.0011270626285594446,-0.0001114692658915208,-0.003753221130391688,0.4050635659260595,0.41018538247312875,0.4015500311505022,0.4033881360185119,0.2254097671864884,0.23039813155228758,0.2208218936542771,0.9979297496425623
1,0.4,1,20,2.65,49.2,0.9936913173987312,0.9929191098204286,0.9976187524315376,0.9919302257391166,0.0007722075783025472,-0.003927435032806392,0.0017610916596146164,0.3340280283820863,0.33537790452174177,0.3462757084322545,0.2951766811275834,0.10902179851573905,0.11000214325110806,0.11189302760812014,0.9400469996731171
